Date,SGI
1990-01-31,-0.7702080818754757
1990-02-28,0.33809165680420705
1990-03-31,0.6744897501960817
1990-04-30,-0.11081291229915685
1990-05-31,-0.33809165680420705
1990-06-30,-0.41728413938902165
1990-07-31,0.0
1990-08-31,-0.15250597424624437
1990-09-30,-0.38941429785214443
1990-10-31,0.47278912099226755
1990-11-30,0.15250597424624424
1990-12-31,-0.15250597424624437
1991-01-31,0.036870532662080145
1991-02-28,-0.33809165680420705
1991-03-31,-0.6744897501960817
1991-04-30,-0.49918784205087663
1991-05-31,-0.6744897501960817
1991-06-30,-0.1853670172895966
1991-07-31,0.15250597424624424
1991-08-31,0.0760316231203884
1991-09-30,-0.4727891209922674
1991-10-31,-0.0760316231203884
1991-11-30,-0.0760316231203884
1991-12-31,-0.38941429785214443
1992-01-31,-0.49918784205087663
1992-02-29,-0.49918784205087663
1992-03-31,-0.41728413938902165
1992-04-30,0.41728413938902165
1992-05-31,1.7047809048894016
1992-06-30,0.33809165680420705
1992-07-31,-0.7478585947633022
1992-08-31,-0.7478585947633022
1992-09-30,-0.5595922742274326
1992-10-31,-0.967421566101701
1992-11-30,-0.38941429785214443
1992-12-31,0.0
1993-01-31,-0.33809165680420705
1993-02-28,-0.5845898570594735
1993-03-31,-0.8735691346150877
1993-04-30,-0.8735691346150877
1993-05-31,-0.9872309919901757
1993-06-30,-1.1153373577337864
1993-07-31,-0.6508373064444771
1993-08-31,0.308665805694934
1993-09-30,0.47278912099226755
1993-10-31,0.38941429785214443
1993-11-30,-0.15250597424624437
1993-12-31,-0.2298841175792322
1994-01-31,-0.036870532662080145
1994-02-28,0.036870532662080145
1994-03-31,0.41728413938902165
1994-04-30,1.1153373577337864
1994-05-31,0.7702080818754757
1994-06-30,0.1853670172895966
1994-07-31,-0.38941429785214443
1994-08-31,-0.967421566101701
1994-09-30,-0.2298841175792322
1994-10-31,0.308665805694934
1994-11-30,0.2298841175792322
1994-12-31,0.2298841175792322
1995-01-31,0.49918784205087663
1995-02-28,-0.036870532662080145
1995-03-31,1.1153373577337864
1995-04-30,2.1779230690821856
1995-05-31,1.4499989087404508
1995-06-30,1.2649692448841479
1995-07-31,0.47278912099226755
1995-08-31,-0.2298841175792322
1995-09-30,-0.308665805694934
1995-10-31,-0.2298841175792322
1995-11-30,-0.2298841175792322
1995-12-31,-0.4727891209922674
1996-01-31,-0.6744897501960817
1996-02-29,-0.8735691346150877
1996-03-31,-1.1153373577337864
1996-04-30,-1.7047809048894011
1996-05-31,-1.7047809048894011
1996-06-30,-1.4499989087404503
1996-07-31,-1.0968035620935135
1996-08-31,-1.4342001596863792
1996-09-30,-1.4342001596863792
1996-10-31,-1.6906216295848977
1996-11-30,-1.0968035620935135
1996-12-31,-0.7478585947633022
1997-01-31,-0.8735691346150877
1997-02-28,-1.2649692448841479
1997-03-31,-0.5845898570594735
1997-04-30,-0.7702080818754757
1997-05-31,-0.41728413938902165
1997-06-30,-0.036870532662080145
1997-07-31,0.38941429785214443
1997-08-31,-0.0760316231203884
1997-09-30,0.0
1997-10-31,-0.15250597424624437
1997-11-30,-0.4727891209922674
1997-12-31,-0.6508373064444771
1998-01-31,-0.26096740040145283
1998-02-28,-0.41728413938902165
1998-03-31,-0.26096740040145283
1998-04-30,0.8735691346150877
1998-05-31,1.2649692448841479
1998-06-30,1.4499989087404508
1998-07-31,1.2477538553513248
1998-08-31,1.6906216295848986
